loc_rowid,pl_name,hostname,sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_vsin
334,CoRoT-3 b,CoRoT-3,1,1,6558,1.44,1.41,0.14,,,18.46
335,CoRoT-3 b,CoRoT-3,1,1,,1.54,1.359,,,,35.8
336,CoRoT-3 b,CoRoT-3,1,1,6740,1.56,1.37,,,2.2,17
337,CoRoT-3 b,CoRoT-3,1,1,6740,1.575,1.403,-0.02,,1.5,
338,CoRoT-3 b,CoRoT-3,1,1,6740,1.56,1.37,-0.02,,2.2,17
339,CoRoT-30 b,CoRoT-30,1,1,5650,0.91,0.98,0.02,,3,4.3
340,CoRoT-31 b,CoRoT-31,1,1,5700,2.15,1.25,0,,4.7,2.8
341,CoRoT-32 b,CoRoT-32,1,1,5970,0.79,1.08,0,-0.1549,,3.2
342,CoRoT-32 b,CoRoT-32,1,1,5970,0.79,1.08,0,-0.1549,,3.2
343,CoRoT-35 b,CoRoT-35,1,1,6390,1.65,1.01,-0.5,,6.1,8.8
344,CoRoT-36 b,CoRoT-36,1,1,6730,1.52,1.32,-0.1,,2.1,25.6
345,CoRoT-4 b,CoRoT-4,1,1,6190,1.17,1.16,,,1,6.4
346,CoRoT-4 b,CoRoT-4,1,1,6190,1.1475,1.194,0.05,,0.8,
347,CoRoT-4 b,CoRoT-4,1,1,6190,1.12271,,,,,
348,CoRoT-4 b,CoRoT-4,1,1,6190,1.17,1.16,0.05,,1,6.4
349,CoRoT-5 b,CoRoT-5,1,1,,1.115,0.99,,0.18,6.31,
350,CoRoT-5 b,CoRoT-5,1,1,6100,1.186,1,-0.25,,6.9,1
351,CoRoT-5 b,CoRoT-5,1,1,6100,1.0516,1.025,-0.25,,3.9,
352,CoRoT-5 b,CoRoT-5,1,1,,,,,,,
353,CoRoT-5 b,CoRoT-5,1,1,6100,1.186,1,-0.25,,6.9,1
354,CoRoT-5 b,CoRoT-5,1,1,6100,1.27299,,,,,
355,CoRoT-6 b,CoRoT-6,1,1,6090,1.043,1.054,-0.2,,2.5,
356,CoRoT-6 b,CoRoT-6,1,1,6090,1.025,1.05,-0.2,,,7.6
357,CoRoT-6 b,CoRoT-6,1,1,6090,1.025,1.05,-0.2,,2.5,7.5
358,CoRoT-6 b,CoRoT-6,1,1,,,,,,,
359,CoRoT-7 b,CoRoT-7,1,3,5275,0.83,0.82,0.05,,,
360,CoRoT-7 b,CoRoT-7,1,3,5256,0.864273,0.899,0.06,-0.28938,,
361,CoRoT-7 b,CoRoT-7,1,3,5275,0.87,0.93,0.03,,1.75,3.5
362,CoRoT-7 b,CoRoT-7,1,3,5250,,0.915,,,1.8,
363,CoRoT-7 b,CoRoT-7,1,3,5256,0.864273,0.899,0.06,-0.28938,,
364,CoRoT-7 b,CoRoT-7,1,3,5250,0.96,0.884,0.12,,,
365,CoRoT-7 b,CoRoT-7,1,3,5313,0.8389,0.884,0.03,,,
366,CoRoT-7 b,CoRoT-7,1,3,5259,0.82,0.913,0.138,,1.32,
367,CoRoT-7 c,CoRoT-7,1,3,5250,,0.915,,,1.8,
368,CoRoT-7 c,CoRoT-7,1,3,5256,0.864273,0.899,0.06,-0.28938,,
369,CoRoT-7 c,CoRoT-7,1,3,5256,0.864273,0.899,0.06,-0.28938,,
370,CoRoT-7 d,CoRoT-7,1,3,5250,,0.915,,,1.8,
371,CoRoT-8 b,CoRoT-8,1,1,5080,0.77,0.88,0.3,,3,2
372,CoRoT-8 b,CoRoT-8,1,1,,0.802,0.89,,-0.4,1.7,
373,CoRoT-8 b,CoRoT-8,1,1,5080,0.77,0.88,0.3,,3,2
374,CoRoT-8 b,CoRoT-8,1,1,5080,0.898,0.878,0.31,,,
375,CoRoT-9 b,CoRoT-9,2,1,5625,0.94,0.99,-0.01,,,3.5
376,CoRoT-9 b,CoRoT-9,2,1,5625,0.96,0.96,-0.01,,6,3.5
377,CoRoT-9 b,CoRoT-9,2,1,,,,,,,
378,CoRoT-9 b,CoRoT-9,2,1,5625,0.96,0.96,-0.01,,6,3.5
379,CoRoT-9 b,CoRoT-9,2,1,5625,0.938,0.96,-0.01,,,
380,DE CVn b,DE CVn,2,1,,,0.51,,,,
381,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,,,0.075,,,1,
382,DH Tau b,DH Tau,1,1,,0.27,0.33,,,0.001,
383,DH Tau b,DH Tau,1,1,4371,1.36687,0.683,,-0.21153,,
384,DMPP-1 b,DMPP-1,1,4,6196,1.26,1.21,,,2.01,3.41
385,DMPP-1 c,DMPP-1,1,4,6196,1.26,1.21,,,2.01,3.41
386,DMPP-1 d,DMPP-1,1,4,6196,1.26,1.21,,,2.01,3.41
387,DMPP-1 e,DMPP-1,1,4,6196,1.26,1.21,,,2.01,3.41
388,DMPP-2 b,DMPP-2,1,1,6500,1.78,1.44,,0.1038,2,5.1
389,DMPP-3 A b,DMPP-3 A,2,1,5138,0.91,0.87,0.18,,10.9,1.97
390,DMPP-3 A b,DMPP-3 A,2,1,,,,,,,
391,DMPP-4 b,DMPP-4,1,1,6400,1.38,1.25,-0.007,0.45939,2.15,7.5
392,DP Leo b,DP Leo,2,1,,,,,,,
393,DP Leo b,DP Leo,2,1,,,0.69,,,,
394,DS Tuc A b,DS Tuc A,2,1,5542,0.872,0.959,-0.08,,0.04,15.5
395,DS Tuc A b,DS Tuc A,2,1,5414,0.951985,,,,,
396,DS Tuc A b,DS Tuc A,2,1,5428,0.964,1.01,0,-0.13966,0.045,17.8
397,EPIC 201170410.02,EPIC 201170410,1,1,3648,0.282,0.287,-0.048,,,
398,EPIC 201238110 b,EPIC 201238110,1,1,,,0.41,,,,
399,EPIC 201238110 b,EPIC 201238110,1,1,,0.374,,,,,
400,EPIC 201427007 b,EPIC 201427007,1,1,5633,0.94,,-0.053,,,
401,EPIC 201497682 b,EPIC 201497682,1,1,,,0.78,,,,
402,EPIC 201595106 b,EPIC 201595106,1,2,5711.17,0.990833,1.018,0.018,-0.0264,,
403,EPIC 201595106 b,EPIC 201595106,1,2,5820,0.93,,-0.01,,,
404,EPIC 201595106 b,EPIC 201595106,1,2,5705,0.932487,,-0.01,,,
405,EPIC 201595106 b,EPIC 201595106,1,2,5679,0.98,0.958,0.01,-0.04915,6,2.5
406,EPIC 201615463 c,K2-166,1,2,,,1.073,,,,
407,EPIC 201754305 d,K2-16,1,3,,,0.67,,,,
408,EPIC 201757695.02,EPIC 201757695,1,1,4520,0.655,0.727,-0.003,-0.36351,,
409,EPIC 201833600 c,K2-50,1,2,,0.634,,,,,
410,EPIC 201833600 c,K2-50,1,2,,,0.611,,,,
411,EPIC 201841433 b,EPIC 201841433,1,1,,,0.802,,,,
412,EPIC 201841433 b,EPIC 201841433,1,1,5053,0.628461,0.802,0,,,
413,EPIC 201841433 b,EPIC 201841433,1,1,,0.628,,,,,
414,EPIC 205950854 c,K2-168,1,2,5502.7,0.83,0.877,,,,
415,EPIC 205950854 c,K2-168,1,2,,,0.907,,,,
416,EPIC 205950854 c,K2-168,1,2,,0.904,,,,,
417,EPIC 206024342 b,EPIC 206024342,1,3,,,0.928,,,,
418,EPIC 206024342 b,EPIC 206024342,1,3,,0.823,,,,,
419,EPIC 206024342 c,EPIC 206024342,1,3,,0.823,,,,,
420,EPIC 206024342 c,EPIC 206024342,1,3,5724,1.1,,-0.22,,,
421,EPIC 206024342 c,EPIC 206024342,1,3,5648,0.94,,,,,
422,EPIC 206024342 d,EPIC 206024342,1,3,6438,1.5,,,,,
423,EPIC 206024342 d,EPIC 206024342,1,3,,0.823,,,,,
424,EPIC 206024342 d,EPIC 206024342,1,3,5724,1.1,,-0.22,,,
425,EPIC 206024342 d,EPIC 206024342,1,3,5648,0.94,,,,,
426,EPIC 206032309 b,EPIC 206032309,1,1,,,0.221,,,,
427,EPIC 206042996 b,EPIC 206042996,1,2,4114,0.5,,0.006,,,
428,EPIC 206042996 b,EPIC 206042996,1,2,,0.668,,,,,
429,EPIC 206042996 b,EPIC 206042996,1,2,,,0.565,,,,
430,EPIC 206042996 c,EPIC 206042996,1,2,4114,0.5,,0.006,,,
431,EPIC 206042996 c,EPIC 206042996,1,2,3893,0.57,,,,,
432,EPIC 206215704 b,EPIC 206215704,1,1,,0.367,,,,,
433,EPIC 206215704 b,EPIC 206215704,1,1,3297,0.25,,-0.33,,,
434,EPIC 206215704 b,EPIC 206215704,1,1,,,0.407,,,,
435,EPIC 206317286 b,EPIC 206317286,1,2,,0.669,,,,,
436,EPIC 206317286 b,EPIC 206317286,1,2,,,0.711,,,,
437,EPIC 206317286 c,EPIC 206317286,1,2,4752,0.758,0.832,0.019,,,
438,EPIC 206317286 c,EPIC 206317286,1,2,4749,0.73,,,,,
439,EPIC 206317286 c,EPIC 206317286,1,2,,0.669,,,,,
440,EPIC 211822797 b,EPIC 211822797,1,1,3811,0.597044,0.585671,,-1.16914,,
441,EPIC 211822797 b,EPIC 211822797,1,1,4057,0.58,0.62,0.2,,,
442,EPIC 211822797 b,EPIC 211822797,1,1,,0.642,,,,,
443,EPIC 211822797 b,EPIC 211822797,1,1,4148.21,0.571699,0.663459,,,,
444,EPIC 211822797 b,EPIC 211822797,1,1,3811,0.597044,0.585671,,-1.16914,,
445,EPIC 211822797 b,EPIC 211822797,1,1,3880,0.59,0.61,0.14,-1.15304,0.79,2.6
446,EPIC 211945201 b,EPIC 211945201,1,1,6128,1.3636,1.158,,0.37334,,
447,EPIC 211945201 b,EPIC 211945201,1,1,6128,1.3636,1.158,,0.37334,,
448,EPIC 211945201 b,EPIC 211945201,1,1,6025,1.38,1.18,0.1,,3.99,4
449,EPIC 211945201 b,EPIC 211945201,1,1,,1.48,,,,,
450,EPIC 211945201 b,EPIC 211945201,1,1,6128,1.36,,,,,
451,EPIC 211945201 b,EPIC 211945201,1,1,6069,1.39,1.17,0.1,,,
452,EPIC 211945201 b,EPIC 211945201,1,1,6320,1.485,,,,,
453,EPIC 211945201 b,EPIC 211945201,1,1,6046,1.410092,,0.05,,,
454,EPIC 211945201 b,EPIC 211945201,1,1,6019,1.387,1.17,0.14,,,0.1
455,EPIC 211945201 b,EPIC 211945201,1,1,6025,1.38,1.18,0.1,,3.99,4
456,EPIC 211945201 b,EPIC 211945201,1,1,,1.403,,,,,
457,EPIC 212297394 b,EPIC 212297394,1,2,,0.749,,,,,
458,EPIC 212297394 b,EPIC 212297394,1,2,5171,0.8,0.83,-0.03,,,
459,EPIC 212297394 b,EPIC 212297394,1,2,,,0.829,,,,
460,EPIC 212297394 c,EPIC 212297394,1,2,5171,0.8,0.83,-0.03,,,
461,EPIC 212297394 c,EPIC 212297394,1,2,,0.749,,,,,
462,EPIC 212297394 c,EPIC 212297394,1,2,5008,0.776343,0.831,,-0.46654,,
463,EPIC 212424622 b,EPIC 212424622,1,1,,1.2247,,,,,
464,EPIC 212424622 b,EPIC 212424622,1,1,,,1.106,,,,
465,EPIC 212499991 b,EPIC 212499991,1,1,,,0.912,,,,
466,EPIC 212587672 b,EPIC 212587672,1,2,6004,0.98,0.99,-0.18,,,
467,EPIC 212587672 b,EPIC 212587672,1,2,,,0.95,,,,
468,EPIC 212587672 b,EPIC 212587672,1,2,,0.9757,,,,,
469,EPIC 212587672 c,EPIC 212587672,1,2,6055,0.94987,1.13,,0.03848,,
470,EPIC 212587672 c,EPIC 212587672,1,2,5928,0.952744,,-0.21,,,
471,EPIC 212587672 c,EPIC 212587672,1,2,,0.95,,,,,
472,EPIC 212587672 c,EPIC 212587672,1,2,6055,0.94987,1.13,,0.03848,,
473,EPIC 212587672 c,EPIC 212587672,1,2,6004,0.98,0.99,-0.18,,,
474,EPIC 212587672 c,EPIC 212587672,1,2,,0.9757,,,,,
475,EPIC 212624936 b,EPIC 212624936,1,2,5765,0.93,,-0.39,,,
476,EPIC 212624936 c,EPIC 212624936,1,2,,0.948,,,,,
477,EPIC 212624936 c,EPIC 212624936,1,2,5765,0.93,,-0.39,,,
478,EPIC 212737443 b,EPIC 212737443,1,2,4581,0.669035,0.724,,-0.75057,,
479,EPIC 212737443 b,EPIC 212737443,1,2,4581,0.669035,0.724,,-0.75057,,
480,EPIC 212737443 b,EPIC 212737443,1,2,4684,0.673,0.69,-0.137,,,
481,EPIC 212737443 c,EPIC 212737443,1,2,4684,0.673,0.69,-0.137,,,
482,EPIC 220492298 b,EPIC 220492298,1,1,5620,0.89,,0.28,,,
483,EPIC 220554210 c,K2-282,1,2,,,0.94,,,,
484,EPIC 220554210 c,K2-282,1,2,5499,1,,-0.23,,,
485,EPIC 220554210 c,K2-282,1,2,,1.013,,,,,
486,EPIC 220674823 b,EPIC 220674823,1,2,5496,0.95,0.92,0.06,,,2
487,EPIC 220674823 b,EPIC 220674823,1,2,,1.02,,,,,
488,EPIC 220674823 b,EPIC 220674823,1,2,5578,0.99,0.913,-0.005,,,
489,EPIC 220674823 b,EPIC 220674823,1,2,5590,0.83,0.93,0.025,-0.11919,5,2.62
490,EPIC 220674823 b,EPIC 220674823,1,2,5617,0.98,0.97,0.13,,,
491,EPIC 220674823 b,EPIC 220674823,1,2,5590,0.906429,0.966939,0.08,,,
492,EPIC 220674823 b,EPIC 220674823,1,2,5470,0.869,0.945,-0.025,,,2.8
493,EPIC 220674823 b,EPIC 220674823,1,2,5496,0.981,0.902,0.06,,,
494,EPIC 220674823 b,EPIC 220674823,1,2,5532,0.988,0.95,0.11,,7.5,
495,EPIC 220674823 b,EPIC 220674823,1,2,5613,0.95,,0.01,,,
496,EPIC 220674823 b,EPIC 220674823,1,2,5496,0.995,0.91,0.06,,,1.7
497,EPIC 220674823 b,EPIC 220674823,1,2,,0.97,,,,,
498,EPIC 220674823 c,EPIC 220674823,1,2,5613,0.95,,0.01,,,
499,EPIC 220674823 c,EPIC 220674823,1,2,5496,0.95,0.92,0.06,,,2
500,EPIC 220674823 c,EPIC 220674823,1,2,5496,0.995,0.91,0.06,,,1.7
501,EPIC 220674823 c,EPIC 220674823,1,2,5532,0.988,0.95,0.11,,7.5,
502,EPIC 220674823 c,EPIC 220674823,1,2,,1.02,,,,,
503,EPIC 220674823 c,EPIC 220674823,1,2,5590,0.906429,0.966939,0.08,,,
504,EPIC 220674823 c,EPIC 220674823,1,2,5617,0.98,0.97,0.13,,,
505,EPIC 220674823 c,EPIC 220674823,1,2,5590,0.83,0.93,0.025,-0.11919,5,2.62
506,EPIC 220674823 c,EPIC 220674823,1,2,,0.97,,,,,
507,EPIC 220674823 c,EPIC 220674823,1,2,5578,0.99,0.913,-0.005,,,
508,EPIC 220674823 c,EPIC 220674823,1,2,5470,0.869,0.945,-0.025,,,2.8
509,EPIC 228836835 b,EPIC 228836835,1,1,3506,0.423901,0.418179,,-1.61153,,
510,EPIC 228836835 b,EPIC 228836835,1,1,3782,0.32,,-0.18,,,
511,EPIC 229004835 b,EPIC 229004835,1,1,5870,0.975013,,-0.15,,,
512,EPIC 229004835 b,EPIC 229004835,1,1,5839,0.998,0.95,-0.11,,,1.6
513,EPIC 229004835 b,EPIC 229004835,1,1,5886,0.995311,1.067,,0.02989,,
514,EPIC 229004835 b,EPIC 229004835,1,1,5868,0.999,0.97,-0.12,,4.9,
515,EPIC 246851721 b,EPIC 246851721,2,1,6202,1.586,1.317,0.141,0.52634,3.02,74.92
516,EPIC 246851721 b,EPIC 246851721,2,1,6202,1.586,1.317,0.141,0.52634,3.02,74.92
517,EPIC 246851721 b,EPIC 246851721,2,1,6513,1.73931,,,,,
518,EPIC 248847494 b,EPIC 248847494,1,1,4898,2.7,0.9,-0.23,,,
519,EPIC 249893012 b,EPIC 249893012,1,3,5430,1.71,1.05,0.2,,9,2.1
520,EPIC 249893012 c,EPIC 249893012,1,3,5430,1.71,1.05,0.2,,9,2.1
521,EPIC 249893012 d,EPIC 249893012,1,3,5430,1.71,1.05,0.2,,9,2.1
522,FU Tau b,FU Tau,1,1,,,,,,,
523,FU Tau b,FU Tau,1,1,2838,,0.05,,-0.69897,0.001,
524,G 192-15 b,G 192-15,1,2,,,0.132,,,,
525,G 192-15 c,G 192-15,1,2,,,0.132,,,,
526,G 196-3 b,G 196-3,1,1,,,,,,,
527,G 261-6 b,G 261-6,1,1,,,0.118,,,,
528,G 264-012 b,G 264-012,1,2,3326,0.305,0.297,0.1,-1.97224,,2
529,G 264-012 c,G 264-012,1,2,3326,0.305,0.297,0.1,-1.97224,,2
530,G 268-110 b,G 268-110,1,1,,,0.137,,,,
531,G 9-40 b,G 9-40,1,1,3413,0.32,,,,,
532,G 9-40 b,G 9-40,1,1,3348,0.3073,0.29,0.04,-1.97102,9.9,2
533,G 9-40 b,G 9-40,1,1,3390,0.307,,,,,
534,G 9-40 b,G 9-40,1,1,3395,0.3026,0.2952,-0.07,-1.96019,,
535,G 9-40 b,G 9-40,1,1,3348,0.3073,0.29,0.04,-1.97102,9.9,2
536,GJ 1002 b,GJ 1002,1,2,3024,0.137,0.12,-0.25,-2.85201,,
537,GJ 1002 c,GJ 1002,1,2,3024,0.137,0.12,-0.25,-2.85201,,
538,GJ 1061 b,GJ 1061,1,3,2953,0.156,0.12,-0.08,-2.76955,7,2.5
539,GJ 1061 c,GJ 1061,1,3,2953,0.156,0.12,-0.08,-2.76955,7,2.5
540,GJ 1061 d,GJ 1061,1,3,2953,0.156,0.12,-0.08,-2.76955,7,2.5
541,GJ 1132 b,GJ 1132,1,2,3202,0.226407,,,,,
542,GJ 1132 b,GJ 1132,1,2,3229,0.2211,0.1945,-0.17,-2.32148,,
543,GJ 1132 b,GJ 1132,1,2,3270,0.2105,0.181,,-2.35853,,
544,GJ 1132 b,GJ 1132,1,2,,,,,,,
545,GJ 1132 b,GJ 1132,1,2,,0.255,0.181,,,,
546,GJ 1132 b,GJ 1132,1,2,3270,0.207,0.181,-0.12,-2.35853,5,2
547,GJ 1132 b,GJ 1132,1,2,3270,0.207,0.181,-0.12,-2.35853,5,2
548,GJ 1132 c,GJ 1132,1,2,3270,0.2105,0.181,,-2.35853,,
549,GJ 1148 b,GJ 1148,1,2,3287,0.358519,0.344045,,-1.86908,,
550,GJ 1148 b,GJ 1148,1,2,3357.57,0.36664,0.373585,0.1596,,,
551,GJ 1148 b,GJ 1148,1,2,3287,0.358519,0.344045,,-1.86908,,
552,GJ 1148 c,GJ 1148,1,2,3287,0.358519,0.344045,,-1.86908,,
553,GJ 1148 c,GJ 1148,1,2,3357.57,0.36664,0.373585,0.1596,,,
554,GJ 1151 c,GJ 1151,1,1,3280,0.1781,0.1639,-0.12,-2.47952,,2
555,GJ 1214 b,GJ 1214,1,1,3074,0.214572,0.183607,,-2.43134,,
556,GJ 1214 b,GJ 1214,1,1,3170,0.179,0.156,0,,,2
557,GJ 1214 b,GJ 1214,1,1,3026,0.21,,0,,,
558,GJ 1214 b,GJ 1214,1,1,3074,0.214572,0.183607,,-2.43134,,
559,GJ 1214 b,GJ 1214,1,1,3026,0.201,,0,,,
560,GJ 1214 b,GJ 1214,1,1,3250,0.215,0.178,0.29,-2.33724,,
561,GJ 1214 b,GJ 1214,1,1,3026,0.211,0.157,,-2.484,,2
562,GJ 1214 b,GJ 1214,1,1,3000,,,,,,
563,GJ 1214 b,GJ 1214,1,1,3026,,,,,,
564,GJ 1214 b,GJ 1214,1,1,,,,,,,
565,GJ 1214 b,GJ 1214,1,1,3026,0.216,0.15,0.39,,,
566,GJ 1214 b,GJ 1214,1,1,3026,0.211,0.157,,-2.484,,2
567,GJ 1214 b,GJ 1214,1,1,,0.201,,,,,
568,GJ 1214 b,GJ 1214,1,1,3101,0.2162,0.182,0.24,-2.40894,,
569,GJ 1214 b,GJ 1214,1,1,3074,0.214572,0.183607,,-2.43134,,
570,GJ 1214 b,GJ 1214,1,1,,0.21,0.157,,,,
571,GJ 1214 b,GJ 1214,1,1,3250,0.2213,0.176,0.1,-2.31158,,
572,GJ 1214 b,GJ 1214,1,1,,0.2064,0.157,,,3,
573,GJ 1214 b,GJ 1214,1,1,2949,0.21,0.153,,-2.55284,,
574,GJ 1214 b,GJ 1214,1,1,3026,0.211,0.157,,-2.484,,2
575,GJ 1252 b,GJ 1252,1,1,3458,0.391,0.381,0.1,-1.70774,,
576,GJ 1252 b,GJ 1252,1,1,3325,0.390989,,,,,
577,GJ 1252 b,GJ 1252,1,1,3458,0.391,0.381,,,3.9,
578,GJ 1252 b,GJ 1252,1,1,3458,0.391,0.381,0.1,-1.70774,,
579,GJ 1252 b,GJ 1252,1,1,3458,0.391,0.381,0.1,-1.70774,,
580,GJ 1252 b,GJ 1252,1,1,3458,0.391,0.381,0.1,-1.70774,,
581,GJ 1265 b,GJ 1265,1,1,3236,0.192,0.178,-0.04,-2.4389,,2
582,GJ 1289 b,GJ 1289,1,1,3296,,0.21,0.02,,,
583,GJ 143 b,GJ 143,1,2,4628.53,0.71,,,,,
584,GJ 143 b,GJ 143,1,2,4640,0.695,0.73,0.003,-0.6862,3.8,
585,GJ 143 b,GJ 143,1,2,,0.73,0.76,,-0.70553,,
586,GJ 15 A b,GJ 15 A,2,2,3567,0.3863,0.375,-0.32,-1.663,,1.45
587,GJ 15 A b,GJ 15 A,2,2,3607,0.38,0.38,-0.34,-1.655,,1.09
588,GJ 15 A b,GJ 15 A,2,2,3742.67,0.375411,0.399648,-0.3911,,,
589,GJ 15 A c,GJ 15 A,2,2,3607,0.38,0.38,-0.34,-1.655,,1.09
590,GJ 160.2 b,GJ 160.2,1,1,4347,,0.69,,-0.79588,,
591,GJ 163 b,GJ 163,1,3,,,,,,,
592,GJ 163 c,GJ 163,1,3,,,,,,,
593,GJ 163 d,GJ 163,1,3,,,,,,,
594,GJ 179 b,GJ 179,1,1,3370,0.38,0.357,0.3,-1.796,,1.5
595,GJ 179 b,GJ 179,1,1,3370,,0.357,0.3,,,
596,GJ 179 b,GJ 179,1,1,3411.78,0.381487,0.393442,0.1834,,,
597,GJ 180 b,GJ 180,1,3,3371,,0.43,,-1.88606,,
598,GJ 180 b,GJ 180,1,3,,,0.43,,,,
599,GJ 180 c,GJ 180,1,3,3371,,0.43,,-1.88606,,
600,GJ 180 d,GJ 180,1,3,,,0.43,,,,
601,GJ 2030 b,GJ 2030,1,2,,,0.96,,,,
602,GJ 2030 c,GJ 2030,1,2,,,0.96,,,,
603,GJ 2056 b,GJ 2056,1,1,,,0.62,,,,
604,GJ 2126 b,GJ 2126,1,1,4159,0.728,0.65,0.6,-0.84527,,
605,GJ 229 A c,GJ 229,3,2,,,0.509,,,,
606,GJ 229 A c,GJ 229,3,2,,,0.58,,,,
607,GJ 229 b,GJ 229,3,2,3564,,0.58,,-1.55284,,
608,GJ 229 b,GJ 229,3,2,,,0.58,,,,
609,GJ 229 b,GJ 229,3,2,,,0.509,,,,
610,GJ 238 b,GJ 238,1,1,3485,0.4314,0.4193,0.15,-1.61618,,
611,GJ 238 b,GJ 238,1,1,3445,0.43,,,,,
612,GJ 251 b,GJ 251,1,1,3451,0.364,0.36,-0.03,-1.77211,,2
613,GJ 27.1 b,GJ 27.1,1,1,3542,,0.53,,-1.58503,,
614,GJ 273 b,GJ 273,1,2,3382,0.293,0.29,0.09,-2.05552,,
615,GJ 273 c,GJ 273,1,2,3382,0.293,0.29,0.09,-2.05552,,
616,GJ 3021 b,GJ 3021,2,1,5540,0.9,0.9,0.1,-0.18,,5.5
617,GJ 3082 b,GJ 3082,1,1,,,0.47,,,,
618,GJ 3090 b,GJ 3090,1,1,3556,0.516,0.519,-0.06,-1.34199,,1.468
619,GJ 3090 b,GJ 3090,1,1,3703,0.52,,,,,
620,GJ 3138 b,GJ 3138,1,3,3717,0.5,0.681,-0.3,-1.34679,,
621,GJ 3138 c,GJ 3138,1,3,3717,0.5,0.681,-0.3,-1.34679,,
622,GJ 3138 d,GJ 3138,1,3,3717,0.5,0.681,-0.3,-1.34679,,
623,GJ 317 b,GJ 317,1,2,,,0.26,-0.23,,,
624,GJ 317 b,GJ 317,1,2,3510,,0.42,0.36,,5,
625,GJ 317 b,GJ 317,1,2,,,0.42,,,,
626,GJ 317 b,GJ 317,1,2,3496,0.403,0.402,-0.02,,,2.5
627,GJ 317 b,GJ 317,1,2,3492.73,0.431834,0.453271,0.3007,,,
628,GJ 317 c,GJ 317,1,2,3496,0.403,0.402,-0.02,,,2.5
629,GJ 317 c,GJ 317,1,2,,,0.24,,,,
630,GJ 317 c,GJ 317,1,2,,,0.42,,,,
631,GJ 317 c,GJ 317,1,2,3492.73,0.431834,0.453271,0.3007,,,
632,GJ 317 c,GJ 317,1,2,3510,,0.42,0.36,,5,
633,GJ 3222 b,GJ 3222,2,1,,,0.89,,,,
634,GJ 328 b,GJ 328,1,2,3900,,0.69,0,,,
635,GJ 328 b,GJ 328,1,2,3897,0.63,0.65,-0.06,-1.08,,
636,GJ 328 c,GJ 328,1,2,3897,0.63,0.65,-0.06,-1.08,,
637,GJ 3293 b,GJ 3293,1,4,3466,0.404,0.42,0.02,-1.658,,
638,GJ 3293 b,GJ 3293,1,4,3466,0.404,0.42,0.02,-1.65758,,
639,GJ 3293 c,GJ 3293,1,4,3466,0.404,0.42,0.02,-1.65758,,
640,GJ 3293 c,GJ 3293,1,4,3466,0.404,0.42,0.02,-1.658,,
641,GJ 3293 d,GJ 3293,1,4,3466,0.404,0.42,0.02,-1.65758,,
642,GJ 3293 e,GJ 3293,1,4,3466,0.404,0.42,0.02,-1.65758,,
643,GJ 3323 b,GJ 3323,1,2,3159,0.119,0.164,-0.27,-2.56864,,
644,GJ 3323 c,GJ 3323,1,2,3159,0.119,0.164,-0.27,-2.56864,,
645,GJ 3341 b,GJ 3341,1,1,3526,0.439,0.47,-0.09,-1.538,,
646,GJ 338 B b,GJ 338 B,2,1,4005,0.58,0.64,-0.03,-1.10127,4,2.3
647,GJ 338 B b,GJ 338 B,2,1,4014,0.58,0.64,-0.03,-1.10127,4,2.3
648,GJ 341 b,GJ 341,1,1,3770,0.5066,0.48,-0.16,,,2.32
649,GJ 341 b,GJ 341,1,1,3766,0.53,,,,,
650,GJ 3470 b,GJ 3470,1,1,3552,0.499698,,,,,
651,GJ 3470 b,GJ 3470,1,1,3600,0.547,0.539,0.2,,,
652,GJ 3470 b,GJ 3470,1,1,3652,0.48,0.51,0.18,,2.5,
653,GJ 3470 b,GJ 3470,1,1,3552,0.499698,0.497757,,-1.446,,
654,GJ 3470 b,GJ 3470,1,1,3552,0.499698,0.497757,,-1.446,,
655,GJ 3470 b,GJ 3470,1,1,3600,0.503,0.541,,-1.538,1.65,
656,GJ 3470 b,GJ 3470,1,1,3652,0.48,0.51,0.2,-1.5376,1.65,
657,GJ 3470 b,GJ 3470,1,1,3600,0.568,0.539,0.2,,,
658,GJ 3470 b,GJ 3470,1,1,3552,0.499698,0.497757,,-1.446,,
659,GJ 3470 b,GJ 3470,1,1,3600,0.503,0.541,,-1.538,1.65,
660,GJ 3470 b,GJ 3470,1,1,,0.526,0.557,,,,
661,GJ 3473 b,GJ 3473,2,2,3347,0.364,0.36,0.11,-1.82391,,2
662,GJ 3473 b,GJ 3473,2,2,3332,0.354529,,,,,
663,GJ 3473 c,GJ 3473,2,2,3347,0.364,0.36,0.11,-1.82391,,2
664,GJ 3512 b,GJ 3512,1,2,3081,0.139,0.123,-0.07,-2.8041,5.5,
665,GJ 3512 b,GJ 3512,1,2,3141,0.139,0.123,-0.07,,,2
666,GJ 3512 b,GJ 3512,1,2,3081,0.139,0.123,-0.07,-2.8041,5.5,
667,GJ 3512 c,GJ 3512,1,2,3081,0.139,0.123,-0.07,-2.8041,5.5,
668,GJ 3512 c,GJ 3512,1,2,3141,0.139,0.123,-0.07,,,2
669,GJ 357 b,GJ 357,1,3,3505,0.337,0.342,-0.12,-1.79833,,2
670,GJ 357 b,GJ 357,1,3,3505,0.337,0.342,-0.12,-1.79833,,2
